File Name,Folder Name,Page,Field,Value,Confidence,BBox,Tokens Used,INR Cost,Start Time,End Time
INV-2122-0031.pdf,Decathlon,1,Seller Pan,U72900MH2012PTC235006,0.95,"[400, 120, 600, 140]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Seller Name,Levia Technologies Pvt Ltd,0.95,"[200, 100, 400, 120]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[200, 420, 350, 440]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Buyer Name,Decathlon Sport India Private Ltd,0.95,"[200, 360, 400, 380]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Buyer Pan,,0.0,[],426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Ship to GSTIN,07AAACL9861H1Z8,0.95,"[600, 360, 750, 380]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Ship to Name,Decathlon Sport India Private Ltd,0.95,"[600, 300, 800, 320]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Subtotal Amount,"2,00,300.00",0.95,"[700, 600, 800, 620]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Discount Amount,0.00,0.0,[],426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,CGST Amount,0.00,0.0,[],426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,SGST Amount,0.00,0.0,[],426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,IGST Amount,"36,054.00",0.95,"[700, 640, 800, 660]",426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Cess Amount,0.00,0.0,[],426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,1,Additianal Cess Amount,0.00,0.0,[],426,2.13,2025-07-17 00:40:20,2025-07-17 00:41:29
INV-2122-0031.pdf,Decathlon,2,Invoice No,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Invoice Date,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Seller GSTIN,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Seller Pan,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Seller Name,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Buyer GSTIN,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Buyer Name,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Buyer Pan,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Ship to GSTIN,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Ship to Name,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Subtotal Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Discount Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,CGST Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,SGST Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,IGST Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Cess Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
INV-2122-0031.pdf,Decathlon,2,Additianal Cess Amount,,0.0,[],382,1.91,2025-07-17 00:40:20,2025-07-17 00:42:17
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Invoice No,24/2019-20,0.95,"[260, 30, 330, 50]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Invoice Date,01.07.19,0.95,"[340, 30, 400, 50]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Seller GSTIN,07AEHPM1499N1ZU,0.95,"[260, 60, 380, 80]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Seller Pan,AEHPM1499N,0.95,"[260, 80, 340, 100]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Seller Name,SANGEETA MADAN,0.95,"[260, 40, 380, 60]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[260, 200, 380, 220]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Buyer Name,Decathlon Sports India Pvt Ltd,0.95,"[100, 120, 300, 140]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Buyer Pan,AAACL9861H,0.95,"[260, 220, 340, 240]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Ship to GSTIN,07AAACL9861H1Z8,0.95,"[500, 200, 620, 220]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Ship to Name,Decathlon Sports India Pvt Ltd,0.95,"[400, 120, 600, 140]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Subtotal Amount,25990,0.95,"[600, 360, 660, 380]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Discount Amount,0,0.0,"[0, 0, 0, 0]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,CGST Amount,2339,0.95,"[600, 380, 660, 400]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,SGST Amount,2339,0.95,"[600, 400, 660, 420]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,IGST Amount,0,0.95,"[600, 420, 660, 440]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Cess Amount,0,0.0,"[0, 0, 0, 0]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
24-2019-20 - Sangeetha Madan.pdf,Decathlon,1,Additianal Cess Amount,0,0.0,"[0, 0, 0, 0]",442,2.21,2025-07-17 00:42:17,2025-07-17 00:43:50
17182903.pdf,Decathlon,1,Invoice No,17182903,0.95,"[160, 200, 260, 220]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Invoice Date,15/02/2022,0.95,"[160, 220, 260, 240]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Seller GSTIN,33AADCE4476C1ZY,0.95,"[400, 100, 550, 120]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Seller Pan,AADCE4476C,0.95,"[400, 120, 500, 140]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Seller Name,Earth Recycler Private Limited,0.95,"[200, 60, 450, 80]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[200, 400, 350, 420]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Buyer Name,Decathlon Sports India Private Limited,0.95,"[100, 300, 400, 320]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Buyer Pan,,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Ship to GSTIN,,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Ship to Name,,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Subtotal Amount,16800.00,0.95,"[600, 560, 700, 580]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Discount Amount,0.00,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,CGST Amount,0.00,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,SGST Amount,0.00,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,IGST Amount,3024.00,0.95,"[600, 580, 700, 600]",416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Cess Amount,0.00,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
17182903.pdf,Decathlon,1,Additianal Cess Amount,0.00,0.0,[],416,2.08,2025-07-17 00:43:50,2025-07-17 00:45:11
GKA22-122846.pdf,Decathlon,1,Invoice No,GKA22-122846,0.95,"[330, 300, 420, 320]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Invoice Date,06/12/2022,0.95,"[470, 300, 550, 320]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Seller GSTIN,29AAACQ5169M1ZT,0.95,"[200, 140, 350, 160]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Seller Pan,AAACQ5169M,0.95,"[200, 160, 280, 180]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Seller Name,Qodenext India Private Limited,0.95,"[150, 70, 350, 90]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[100, 460, 250, 480]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Buyer Name,Decathlon Sports India Pvt. Ltd.,0.95,"[100, 400, 300, 420]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Buyer Pan,AAACL9861H,0.95,"[100, 480, 180, 500]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Ship to GSTIN,07AAACL9861H1Z8,0.95,"[450, 460, 600, 480]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Ship to Name,Decathlon Sports India Pvt. Ltd.,0.95,"[450, 400, 650, 420]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Subtotal Amount,117411.00,0.95,"[600, 600, 680, 620]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Discount Amount,0.00,0.0,"[0, 0, 0, 0]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,CGST Amount,0.00,0.95,"[680, 600, 720, 620]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,SGST Amount,0.00,0.95,"[760, 600, 800, 620]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,IGST Amount,21133.98,0.95,"[840, 600, 900, 620]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Cess Amount,0.00,0.0,"[0, 0, 0, 0]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
GKA22-122846.pdf,Decathlon,1,Additianal Cess Amount,0.00,0.0,"[0, 0, 0, 0]",444,2.22,2025-07-17 00:45:11,2025-07-17 00:46:48
12028.pdf,Decathlon,1,Invoice No,12028,0.95,"[520, 100, 580, 120]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Invoice Date,29-12-2022,0.95,"[520, 140, 600, 160]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Seller GSTIN,36AADCE2731L1ZN,0.95,"[520, 220, 640, 240]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Seller Pan,AADCE2731L,0.95,"[520, 200, 600, 220]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Seller Name,Exceloid Soft Systems Pvt Ltd,0.95,"[100, 100, 350, 140]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[200, 340, 320, 360]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Buyer Name,Decathlon Sports india Pvt Ltd,0.95,"[100, 260, 350, 280]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Buyer Pan,,0.0,[],427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Ship to GSTIN,07AAACL9861H1Z8,0.95,"[600, 340, 720, 360]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Ship to Name,Decathlon Sports india Pvt Ltd,0.95,"[500, 260, 750, 280]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Subtotal Amount,106520.00,0.95,"[700, 560, 780, 580]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Discount Amount,0.00,0.0,[],427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,CGST Amount,0.00,0.0,[],427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,SGST Amount,0.00,0.0,[],427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,IGST Amount,19173.60,0.95,"[700, 600, 780, 620]",427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Cess Amount,0.00,0.0,[],427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
12028.pdf,Decathlon,1,Additianal Cess Amount,0.00,0.0,[],427,2.13,2025-07-17 00:46:48,2025-07-17 00:48:15
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Invoice No,EP/03/71/21-22,0.95,"[260, 160, 360, 180]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Invoice Date,26-Mar-22,0.95,"[440, 160, 520, 180]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Seller GSTIN,07AAECA6845N1Z8,0.95,"[100, 220, 240, 240]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Seller Pan,U74899DL1984PTC019045,0.95,"[100, 200, 260, 220]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Seller Name,Ambience Commercial Developers (P) Ltd.,0.95,"[100, 100, 300, 120]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[300, 280, 440, 300]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Buyer Name,Decathlon Sports India Pvt. Ltd.,0.95,"[300, 240, 440, 260]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Buyer Pan,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Ship to GSTIN,07AAACL9861H1Z8,0.95,"[300, 320, 440, 340]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Ship to Name,Decathlon Sports India Pvt. Ltd.,0.95,"[300, 280, 440, 300]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Subtotal Amount,"1,25,000.00",0.95,"[560, 460, 640, 480]",424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Discount Amount,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,CGST Amount,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,SGST Amount,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,IGST Amount,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Cess Amount,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,1,Additianal Cess Amount,,0.0,[],424,2.12,2025-07-17 00:48:15,2025-07-17 00:49:43
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Invoice No,EP/03/71/21-22,0.95,"[330, 100, 450, 120]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Invoice Date,26-Mar-22,0.95,"[550, 100, 650, 120]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Seller GSTIN,07AAECA6845N1Z8,0.95,"[100, 150, 250, 170]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Seller Pan,AAECA6845N,0.95,"[100, 750, 250, 770]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Seller Name,Ambience Commercial Developers (P) Ltd.,0.95,"[100, 50, 350, 70]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Buyer GSTIN,07AAACL9861H1Z8,0.95,"[300, 250, 450, 270]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Buyer Name,Decathlon Sports India Pvt. Ltd.,0.95,"[100, 200, 350, 220]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Buyer Pan,,0.0,[],430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
EP-03-71-21-22 - Ambience.pdf,Decathlon,2,Ship to GSTIN,07AAACL9861H1Z8,0.95,"[300, 300, 450, 320]",430,2.15,2025-07-17 00:48:15,2025-07-17 00:51:16
