File,Invoice No,Invoice Date,Seller GSTIN,Seller Pan,Seller Name,Buyer GSTIN,Buyer Name,Buyer Pan,Ship to GSTIN,Ship to Name,Subtotal Amount,Discount Amount,CGST Amount,SGST Amount,IGST Amount,Cess Amount,Additianal Cess Amount
SWIGGY LIMITED_Jul 25_FMS Rental_Lease Rental_IND-214045_page3.json,"{'value': '20-33', 'bbox': [10, 10, 60, 30], 'confidence': 0.95}","{'value': '01/07/2025', 'bbox': [200, 100, 280, 120], 'confidence': 0.95}","{'value': '0101572-20 to 0101572-31', 'bbox': [150, 10, 250, 30], 'confidence': 0.95}","{'value': '996749, 997319', 'bbox': [10, 10, 80, 30], 'confidence': 0.95}","{'value': 'FMS Rental, Lease Rental', 'bbox': [90, 10, 150, 30], 'confidence': 0.95}","{'value': '1621593, 1646284, 1631662, 1642712, 1631569, 1218183, 1644341', 'bbox': [300, 10, 400, 30], 'confidence': 0.95}","{'value': 'MEHUL SHARAD SHAH, BHARAT ARORA, RACHIT BHALLA, DOLLY SUREKA, PRASHANT KUMAR, PRAKASH AGRAWAL, SRINGARAM MAHESH, VIPUL KAPOOR', 'bbox': [450, 10, 650, 30], 'confidence': 0.95}","{'value': 'MH47BT3820, 24BH4P1291, HRS1CP3148, 24BH1452K, UP16EM7212, KA01ND1251, TG09C0574, DLBCB1414', 'bbox': [250, 10, 350, 30], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '27792.96', 'bbox': [650, 500, 700, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 500, 750, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [750, 500, 800, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [800, 500, 850, 520], 'confidence': 0.95}","{'value': '5546.59', 'bbox': [850, 500, 900, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [900, 500, 950, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [950, 500, 1000, 520], 'confidence': 0.95}"
GRN2720803.json,"{'value': 'E21100018503/24', 'bbox': [430, 100, 580, 120], 'confidence': 0.95}","{'value': '29.09.2024', 'bbox': [430, 130, 520, 150], 'confidence': 0.95}","{'value': '29AAECN1546M1Z3', 'bbox': [150, 210, 300, 230], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'Dairy Tales Namdhari Pvt. Ltd.', 'bbox': [100, 50, 300, 70], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [150, 370, 300, 390], 'confidence': 0.95}","{'value': 'Bundl Technologies Pvt Ltd (HO)', 'bbox': [100, 320, 350, 340], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '29AAFCB7707D1ZQ', 'bbox': [430, 370, 580, 390], 'confidence': 0.95}","{'value': 'Bundl Technologies Pvt Ltd - Bellandur', 'bbox': [430, 320, 600, 340], 'confidence': 0.95}","{'value': '153.59', 'bbox': [500, 500, 580, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [500, 560, 580, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [500, 460, 580, 480], 'confidence': 0.95}","{'value': '0.00', 'bbox': [500, 460, 580, 480], 'confidence': 0.95}","{'value': '0.00', 'bbox': [500, 460, 580, 480], 'confidence': 0.95}","{'value': '0.00', 'bbox': [500, 560, 580, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [500, 560, 580, 580], 'confidence': 0.95}"
17182903.json,"{'value': '17182903', 'bbox': [160, 200, 260, 220], 'confidence': 0.95}","{'value': '15/02/2022', 'bbox': [160, 220, 260, 240], 'confidence': 0.95}","{'value': '33AADCE4476C1ZY', 'bbox': [400, 100, 550, 120], 'confidence': 0.95}","{'value': 'AADCE4476C', 'bbox': [400, 120, 500, 140], 'confidence': 0.95}","{'value': 'Earth Recycler Private Limited', 'bbox': [200, 60, 450, 80], 'confidence': 0.95}","{'value': '07AAACL9861H1Z8', 'bbox': [200, 400, 350, 420], 'confidence': 0.95}","{'value': 'Decathlon Sports India Private Limited', 'bbox': [100, 300, 400, 320], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '16800.00', 'bbox': [600, 560, 700, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '3024.00', 'bbox': [600, 580, 700, 600], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}"
VIV 7998 - PETS CENTRIC PRIVATE LIMITED - MH - Muhammed Noufal.json,"{'value': 'VIV/24-25/7998', 'bbox': [350, 160, 450, 180], 'confidence': 0.95}","{'value': '4-Dec-24', 'bbox': [500, 160, 580, 180], 'confidence': 0.95}","{'value': '27AAECV8384M1ZH', 'bbox': [100, 260, 250, 280], 'confidence': 0.95}","{'value': 'AAECV8384M', 'bbox': [100, 780, 200, 800], 'confidence': 0.95}","{'value': 'VIVALDIS HEALTH AND FOODS PVT. LTD.', 'bbox': [100, 190, 350, 230], 'confidence': 0.95}","{'value': '27AALCP9335K1ZR', 'bbox': [100, 400, 250, 420], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - MH', 'bbox': [100, 340, 300, 360], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '27AALCP9335K1ZR', 'bbox': [100, 460, 250, 480], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - MH', 'bbox': [100, 400, 300, 420], 'confidence': 0.95}","{'value': '333.00', 'bbox': [600, 520, 650, 540], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '29.97', 'bbox': [600, 580, 650, 600], 'confidence': 0.95}","{'value': '29.97', 'bbox': [680, 580, 730, 600], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
GRN2290683.json,"{'value': '5-104415102597', 'bbox': [350, 160, 470, 180], 'confidence': 0.95}","{'value': '5-Sep-24', 'bbox': [500, 160, 580, 180], 'confidence': 0.95}","{'value': '29AGZPS6963K1ZZ', 'bbox': [150, 100, 300, 120], 'confidence': 0.95}","{'value': 'AGZPS6963K', 'bbox': [450, 550, 550, 570], 'confidence': 0.95}","{'value': 'KK INDANE ENTERPRISES', 'bbox': [100, 80, 300, 100], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [300, 220, 450, 240], 'confidence': 0.95}","{'value': 'Swiggy Limited (Kalyannagar)', 'bbox': [100, 200, 300, 220], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '29AAFCB7707D1ZQ', 'bbox': [300, 260, 450, 280], 'confidence': 0.95}","{'value': 'Swiggy Limited (Kalyannagar)', 'bbox': [100, 240, 300, 260], 'confidence': 0.95}","{'value': '4,498.74', 'bbox': [550, 360, 630, 380], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '404.89', 'bbox': [550, 420, 630, 440], 'confidence': 0.95}","{'value': '404.89', 'bbox': [550, 440, 630, 460], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}"
DOC376.json,"{'value': '21397', 'bbox': [1000, 100, 1050, 130], 'confidence': 0.95}","{'value': '17/08/2023', 'bbox': [1000, 130, 1080, 160], 'confidence': 0.95}","{'value': '32AAGPS7532Z1ZO', 'bbox': [100, 200, 250, 230], 'confidence': 0.95}","{'value': 'AQOPA4682D', 'bbox': [100, 260, 180, 290], 'confidence': 0.95}","{'value': 'AMEEN TRADERS', 'bbox': [100, 320, 250, 350], 'confidence': 0.95}","{'value': '32AABCL0212H1ZB', 'bbox': [800, 200, 950, 230], 'confidence': 0.95}","{'value': 'LU LU HYPER MARKET KOCHI', 'bbox': [800, 260, 1050, 290], 'confidence': 0.95}","{'value': 'TEL-0484-2727772', 'bbox': [800, 320, 950, 350], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '25483.81', 'bbox': [700, 1000, 780, 1030], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 1030, 780, 1060], 'confidence': 0.95}","{'value': '637.10', 'bbox': [700, 1060, 780, 1090], 'confidence': 0.95}","{'value': '637.10', 'bbox': [700, 1090, 780, 1120], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 1120, 780, 1150], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 1150, 780, 1180], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 1180, 780, 1210], 'confidence': 0.95}"
GRN2550457.json,"{'value': '730400000657', 'bbox': [290, 120, 420, 140], 'confidence': 0.95}","{'value': '30/09/2024', 'bbox': [380, 100, 480, 120], 'confidence': 0.95}","{'value': '29AAICM3930G1ZD', 'bbox': [550, 240, 680, 260], 'confidence': 0.95}","{'value': 'AAICM3930G', 'bbox': [550, 280, 640, 300], 'confidence': 0.95}","{'value': 'ID FRESH FOOD (INDIA) PVT LTD.', 'bbox': [450, 180, 650, 220], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [150, 240, 280, 260], 'confidence': 0.95}","{'value': 'Swiggy Limited', 'bbox': [100, 180, 250, 200], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '500.00', 'bbox': [600, 560, 660, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [600, 600, 660, 620], 'confidence': 0.95}","{'value': '12.50', 'bbox': [600, 580, 660, 600], 'confidence': 0.95}","{'value': '12.50', 'bbox': [600, 580, 660, 600], 'confidence': 0.95}","{'value': '0.00', 'bbox': [600, 580, 660, 600], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
208_0003325_2324_PMRMO24419_1_20230802124712_page1.json,"{'value': '730/23-24', 'bbox': [120, 260, 240, 280], 'confidence': 0.95}","{'value': '07-07-2023', 'bbox': [120, 280, 240, 300], 'confidence': 0.95}","{'value': '07AAZPH9110K1Z7', 'bbox': [10, 10, 150, 30], 'confidence': 0.95}","{'value': 'AAZPH9110K', 'bbox': [250, 130, 350, 150], 'confidence': 0.95}","{'value': 'CAPITAL TRADERS', 'bbox': [200, 70, 400, 90], 'confidence': 0.95}","{'value': '09AAATH0842H1ZU', 'bbox': [120, 460, 300, 480], 'confidence': 0.95}","{'value': 'HAMDARD LABORATORIES (INDIA)', 'bbox': [120, 360, 400, 380], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '09AAATH0842H1ZU', 'bbox': [450, 460, 630, 480], 'confidence': 0.95}","{'value': 'HAMDARD LABORATORIES (INDIA)', 'bbox': [450, 360, 730, 380], 'confidence': 0.95}","{'value': '2,62,052.00', 'bbox': [700, 680, 780, 700], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '12,070.10', 'bbox': [650, 740, 720, 760], 'confidence': 0.95}","{'value': '12,070.10', 'bbox': [650, 740, 720, 760], 'confidence': 0.95}","{'value': '13,102.60', 'bbox': [650, 720, 720, 740], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
_QS0686F956BCXX-0002_SI_GRASIM INDUSTRIES_page1.json,"{'value': 'SIG/06317/25-26', 'bbox': [320, 160, 420, 180], 'confidence': 0.95}","{'value': '15-Jul-25', 'bbox': [550, 160, 630, 180], 'confidence': 0.95}","{'value': '33AABFP6358D1ZG', 'bbox': [100, 220, 250, 240], 'confidence': 0.95}","{'value': 'AABFP6358D', 'bbox': [100, 240, 180, 260], 'confidence': 0.95}","{'value': 'Pioneer Steels', 'bbox': [100, 180, 220, 200], 'confidence': 0.95}","{'value': '29AAACG4464B1ZU', 'bbox': [300, 300, 450, 320], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED - UNIT HARIHAR POLYFIBERS & GRASILENE DIVISION', 'bbox': [100, 280, 500, 300], 'confidence': 0.95}","{'value': 'AAACG4464B', 'bbox': [300, 320, 380, 340], 'confidence': 0.95}","{'value': '33AAVFG6779R1Z3', 'bbox': [300, 500, 450, 520], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED - UNIT HARIHAR POLYFIBERS & GRASILENE DIVISION', 'bbox': [100, 460, 500, 480], 'confidence': 0.95}","{'value': '6,06,965.00', 'bbox': [600, 560, 680, 580], 'confidence': 0.95}","{'value': '0.30', 'bbox': [600, 580, 630, 600], 'confidence': 0.95}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}","{'value': '1,09,253.70', 'bbox': [600, 580, 680, 600], 'confidence': 0.95}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}"
9506016386 1_page1.json,"{'value': '9506016386', 'bbox': [450, 200, 550, 220], 'confidence': 0.95}","{'value': '17-May-2025', 'bbox': [250, 130, 350, 150], 'confidence': 0.95}","{'value': '06AAACH1004N1ZY', 'bbox': [350, 100, 450, 120], 'confidence': 0.95}","{'value': 'AACFY8913A', 'bbox': [350, 160, 450, 180], 'confidence': 0.95}","{'value': 'Moonstone - Gurgaon G7 Ecom Warehouse', 'bbox': [10, 20, 300, 100], 'confidence': 0.95}","{'value': '06AACFY8913A2ZB', 'bbox': [250, 70, 350, 90], 'confidence': 0.95}","{'value': 'HINDUSTAN UNILEVER LIMITED', 'bbox': [100, 180, 300, 200], 'confidence': 0.95}","{'value': 'AACFY8913A', 'bbox': [250, 140, 350, 160], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'HINDUSTAN UNILEVER LIMITED', 'bbox': [100, 180, 300, 200], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
SWIGGY LIMITED_Jul 25_FMS Rental_Lease Rental_IND-214045_page4.json,"{'value': '34-47', 'bbox': [1, 1, 100, 20], 'confidence': 0.95}","{'value': '01/07/2025', 'bbox': [100, 1, 200, 20], 'confidence': 0.95}","{'value': '24ABSJP6701R1ZS', 'bbox': [200, 1, 300, 20], 'confidence': 0.95}","{'value': 'AASCA1234E', 'bbox': [300, 1, 400, 20], 'confidence': 0.95}","{'value': 'FMS Rental', 'bbox': [400, 1, 500, 20], 'confidence': 0.95}","{'value': '24ABSJP6701R1ZS', 'bbox': [500, 1, 600, 20], 'confidence': 0.95}","{'value': 'VIPUL KAPOOR', 'bbox': [600, 1, 700, 20], 'confidence': 0.95}","{'value': 'DLBCB1414', 'bbox': [700, 1, 800, 20], 'confidence': 0.95}","{'value': '24ABSJP6701R1ZS', 'bbox': [800, 1, 900, 20], 'confidence': 0.95}","{'value': 'VIPUL KAPOOR', 'bbox': [900, 1, 1000, 20], 'confidence': 0.95}","{'value': '4878.85', 'bbox': [1000, 1, 1100, 20], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1100, 1, 1200, 20], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1200, 1, 1300, 20], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1300, 1, 1400, 20], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1400, 1, 1500, 20], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1500, 1, 1600, 20], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1600, 1, 1700, 20], 'confidence': 0.95}"
EP-03-71-21-22 - Ambience_page2.json,"{'value': 'EP/03/71/21-22', 'bbox': [330, 100, 450, 120], 'confidence': 0.95}","{'value': '26-Mar-22', 'bbox': [550, 100, 650, 120], 'confidence': 0.95}","{'value': '07AAECA6845N1Z8', 'bbox': [100, 150, 250, 170], 'confidence': 0.95}","{'value': 'AAECA6845N', 'bbox': [100, 750, 250, 770], 'confidence': 0.95}","{'value': 'Ambience Commercial Developers (P) Ltd.', 'bbox': [100, 50, 350, 70], 'confidence': 0.95}","{'value': '07AAACL9861H1Z8', 'bbox': [300, 250, 450, 270], 'confidence': 0.95}","{'value': 'Decathlon Sports India Pvt. Ltd.', 'bbox': [100, 200, 350, 220], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '07AAACL9861H1Z8', 'bbox': [300, 300, 450, 320], 'confidence': 0.95}","{'value': 'Decathlon Sports India Pvt. Ltd.', 'bbox': [100, 270, 350, 290], 'confidence': 0.95}","{'value': '125000.00', 'bbox': [600, 500, 700, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '11250.00', 'bbox': [600, 550, 700, 570], 'confidence': 0.95}","{'value': '11250.00', 'bbox': [600, 570, 700, 590], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}"
24-2019-20 - Sanjay Madan.json,"{'value': '24/2019-20', 'bbox': [330, 30, 410, 50], 'confidence': 0.95}","{'value': '01.07.19', 'bbox': [420, 30, 480, 50], 'confidence': 0.95}","{'value': '07AEHPM1494B1ZO', 'bbox': [200, 60, 360, 80], 'confidence': 0.95}","{'value': 'AEHPM1494B', 'bbox': [200, 80, 300, 100], 'confidence': 0.95}","{'value': 'SANJAY MADAN', 'bbox': [100, 40, 250, 60], 'confidence': 0.95}","{'value': '07AAACL9861H1Z8', 'bbox': [200, 180, 360, 200], 'confidence': 0.95}","{'value': 'Decathlon Sports India Pvt Ltd', 'bbox': [100, 120, 300, 140], 'confidence': 0.95}","{'value': 'AAACL9861H', 'bbox': [200, 200, 300, 220], 'confidence': 0.95}","{'value': '07AAACL9861H1Z8', 'bbox': [400, 180, 560, 200], 'confidence': 0.95}","{'value': 'Decathlon Sports India Pvt Ltd', 'bbox': [300, 120, 500, 140], 'confidence': 0.95}","{'value': '25990', 'bbox': [550, 320, 600, 340], 'confidence': 0.95}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '2339', 'bbox': [550, 340, 600, 360], 'confidence': 0.95}","{'value': '2339', 'bbox': [550, 360, 600, 380], 'confidence': 0.95}","{'value': '0', 'bbox': [550, 380, 600, 400], 'confidence': 0.95}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
9506016386 1_page6.json,"{'value': '9506016386', 'bbox': [1000, 100, 1100, 150], 'confidence': 0.95}","{'value': '2023-11-20', 'bbox': [1000, 200, 1100, 250], 'confidence': 0.95}","{'value': '20AJSPK9999A1ZI', 'bbox': [100, 300, 250, 350], 'confidence': 0.95}","{'value': 'AJSPK9999A', 'bbox': [100, 350, 250, 400], 'confidence': 0.95}","{'value': 'KIRAN FASHIONS', 'bbox': [100, 400, 300, 450], 'confidence': 0.95}","{'value': '20AAAFK9999A1ZI', 'bbox': [100, 500, 250, 550], 'confidence': 0.95}","{'value': 'KIRAN FASHIONS', 'bbox': [100, 550, 300, 600], 'confidence': 0.95}","{'value': 'AAAFK9999A', 'bbox': [100, 600, 250, 650], 'confidence': 0.95}","{'value': '20AAAFK9999A1ZI', 'bbox': [100, 700, 250, 750], 'confidence': 0.95}","{'value': 'KIRAN FASHIONS', 'bbox': [100, 750, 300, 800], 'confidence': 0.95}","{'value': '21387.00', 'bbox': [1000, 1000, 1100, 1050], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1050, 1100, 1100], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1100, 1100, 1150], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1150, 1100, 1200], 'confidence': 0.95}","{'value': '3590.75', 'bbox': [1000, 1200, 1100, 1250], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1250, 1100, 1300], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1300, 1100, 1350], 'confidence': 0.95}"
_000009338-0001_SI_GRASIM BILL NO - 2184.json,"{'value': 'GSTT/2184', 'bbox': [200, 260, 300, 280], 'confidence': 0.95}","{'value': '18/08/2024', 'bbox': [350, 260, 450, 280], 'confidence': 0.95}","{'value': '24AALCS2727A1ZP', 'bbox': [600, 120, 750, 140], 'confidence': 0.95}","{'value': 'AALCS2727A', 'bbox': [150, 120, 250, 140], 'confidence': 0.95}","{'value': 'GRAFITE CERAMICS PVT LTD', 'bbox': [600, 1000, 800, 1020], 'confidence': 0.95}","{'value': '24AAACG4464B9ZW', 'bbox': [200, 400, 350, 420], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED', 'bbox': [150, 320, 350, 340], 'confidence': 0.95}","{'value': 'AAACG4464B', 'bbox': [200, 420, 300, 440], 'confidence': 0.95}","{'value': '', 'bbox': [550, 320, 650, 340], 'confidence': 0.95}","{'value': 'MASKE TRADERS', 'bbox': [550, 290, 650, 310], 'confidence': 0.95}","{'value': '217306.13', 'bbox': [650, 750, 750, 770], 'confidence': 0.95}","{'value': '1081.13', 'bbox': [650, 730, 750, 750], 'confidence': 0.95}","{'value': '19557.55', 'bbox': [650, 790, 750, 810], 'confidence': 0.95}","{'value': '19557.55', 'bbox': [650, 810, 750, 830], 'confidence': 0.95}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}","{'value': '0.00', 'confidence': 0.95, 'bbox': [0, 0, 0, 0]}"
SWIGGY LIMITED_Jul 25_FMS Rental_Lease Rental_IND-214045_page8.json,"{'value': '85', 'bbox': [10, 160, 50, 190], 'confidence': 0.95}","{'value': '01/07/2025', 'bbox': [300, 160, 380, 190], 'confidence': 0.95}","{'value': '27AABCM3784R1ZI', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'AABCM3784R', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'Mahindra & Mahindra Financial Services Limited', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '09AJXPK6274P1ZI', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'Shubham Choubey', 'bbox': [250, 160, 350, 190], 'confidence': 0.95}","{'value': '09AJXPK6274P', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '3405393.35', 'bbox': [750, 400, 850, 430], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
BOLPF 1235 - PETS CENTRIC PRIVATE LIMITED - MH - Muhammed Noufal_page2.json,"{'value': 'INVOICPF/24-25/1235', 'bbox': [360, 100, 480, 120], 'confidence': 0.95}","{'value': '4-Dec-24', 'bbox': [600, 100, 680, 120], 'confidence': 0.95}","{'value': '27AAECV8384M1ZH', 'bbox': [100, 160, 240, 180], 'confidence': 0.95}","{'value': 'AAECV8384M', 'bbox': [100, 380, 200, 400], 'confidence': 0.95}","{'value': 'VIVALDIS HEALTH AND FOODS PVT LTD.', 'bbox': [100, 120, 350, 140], 'confidence': 0.95}","{'value': '27AALCP9335K1ZR', 'bbox': [100, 260, 240, 280], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - MH', 'bbox': [100, 220, 350, 240], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '27AALCP9335K1ZR', 'bbox': [100, 300, 240, 320], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - MH', 'bbox': [100, 280, 350, 300], 'confidence': 0.95}","{'value': '101155.00', 'bbox': [650, 560, 720, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '9103.95', 'bbox': [650, 600, 720, 620], 'confidence': 0.95}","{'value': '9103.95', 'bbox': [650, 620, 720, 640], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
